n-votes,n-comments,n-visitors,n-voters,n-commenters
908,45,29,908,45
909,45,29,909,45
910,45,29,910,45
911,45,29,911,45
912,45,29,912,45
913,45,29,913,45
914,45,29,914,45
915,45,29,915,45
916,45,29,916,45
916,45,30,916,45
917,45,30,917,45
918,45,30,918,45
919,45,30,919,45
920,45,30,920,45
921,45,30,921,45
922,45,30,922,45
923,45,30,923,45
924,45,30,924,45
925,45,30,925,45
926,45,30,926,45
927,45,30,927,45
928,45,30,928,45
929,45,30,929,45
930,45,30,930,45
931,45,30,931,45
932,45,30,932,45
933,45,30,933,45
934,45,30,934,45
935,45,30,935,45
936,45,30,936,45
937,45,30,937,45
938,45,30,938,45
939,45,30,939,45
940,45,30,940,45
941,45,30,941,45
942,45,30,942,45
943,45,30,943,45
944,45,30,944,45
945,45,30,945,45
946,45,30,946,45
947,45,30,947,45
948,45,30,948,45
949,45,30,949,45
950,45,30,950,45
951,45,30,951,45
952,45,30,952,45
953,45,30,953,45
954,45,30,954,45
955,45,30,955,45
956,45,30,956,45
957,45,30,957,45
958,45,30,958,45
958,45,31,958,45
959,45,31,959,45
960,45,31,960,45
961,45,31,961,45
962,45,31,962,45
963,45,31,963,45
964,45,31,964,45
965,45,31,965,45
966,45,31,966,45
967,45,31,967,45
968,45,31,968,45
969,45,31,969,45
970,45,31,970,45
971,45,31,971,45
972,45,31,972,45
973,45,31,973,45
974,45,31,974,45
975,45,31,975,45
976,45,31,976,45
977,45,31,977,45
978,45,31,978,45
979,45,31,979,45
980,45,31,980,45
981,45,31,981,45
982,45,31,982,45
983,45,31,983,45
984,45,31,984,45
985,45,31,985,45
986,45,31,986,45
987,45,31,987,45
988,45,31,988,45
989,45,31,989,45
990,45,31,990,45
991,45,31,991,45
992,45,31,992,45
993,45,31,993,45
994,45,31,994,45
995,45,31,995,45
996,45,31,996,45
997,45,31,997,45
998,45,31,998,45
999,45,31,999,45
1000,45,31,1000,45
1000,45,32,1000,45
1001,45,32,1001,45
1002,45,32,1002,45
1003,45,32,1003,45
1004,45,32,1004,45
1005,45,32,1005,45
1006,45,32,1006,45
1007,45,32,1007,45
1008,45,32,1008,45
1009,45,32,1009,45
1010,45,32,1010,45
1011,45,32,1011,45
1012,45,32,1012,45
1013,45,32,1013,45
1014,45,32,1014,45
1015,45,32,1015,45
1016,45,32,1016,45
1016,46,32,1016,46
1017,46,32,1017,46
1018,46,32,1018,46
1019,46,32,1019,46
1020,46,32,1020,46
1021,46,32,1021,46
1022,46,32,1022,46
1023,46,32,1023,46
1024,46,32,1024,46
1025,46,32,1025,46
1026,46,32,1026,46
1027,46,32,1027,46
1028,46,32,1028,46
1029,46,32,1029,46
1030,46,32,1030,46
1031,46,32,1031,46
1032,46,32,1032,46
1033,46,32,1033,46
1034,46,32,1034,46
1035,46,32,1035,46
1036,46,32,1036,46
1037,46,32,1037,46
1038,46,32,1038,46
1038,46,33,1038,46
1039,46,33,1039,46
1040,46,33,1040,46
1041,46,33,1041,46
1042,46,33,1042,46
1043,46,33,1043,46
1044,46,33,1044,46
1045,46,33,1045,46
1046,46,33,1046,46
1047,46,33,1047,46
1048,46,33,1048,46
1049,46,33,1049,46
1050,46,33,1050,46
1051,46,33,1051,46
1052,46,33,1052,46
1053,46,33,1053,46
1054,46,33,1054,46
1055,46,33,1055,46
1056,46,33,1056,46
1057,46,33,1057,46
1058,46,33,1058,46
1059,46,33,1059,46
1060,46,33,1060,46
1061,46,33,1061,46
1062,46,33,1062,46
1063,46,33,1063,46
1064,46,33,1064,46
1065,46,33,1065,46
1066,46,33,1066,46
1067,46,33,1067,46
1068,46,33,1068,46
1069,46,33,1069,46
1070,46,33,1070,46
1071,46,33,1071,46
1072,46,33,1072,46
1073,46,33,1073,46
1074,46,33,1074,46
1075,46,33,1075,46
1076,46,33,1076,46
1077,46,33,1077,46
1078,46,33,1078,46
1079,46,33,1079,46
1080,46,33,1080,46
1081,46,33,1081,46
1082,46,33,1082,46
1083,46,33,1083,46
1084,46,33,1084,46
1085,46,33,1085,46
1085,46,34,1085,46
1086,46,34,1086,46
1087,46,34,1087,46
1088,46,34,1088,46
1089,46,34,1089,46
1090,46,34,1090,46
1091,46,34,1091,46
1092,46,34,1092,46
1093,46,34,1093,46
1094,46,34,1094,46
1094,46,35,1094,46
1095,46,35,1095,46
1096,46,35,1096,46
1097,46,35,1097,46
1098,46,35,1098,46
1099,46,35,1099,46
1100,46,35,1100,46
1101,46,35,1101,46
1102,46,35,1102,46
1103,46,35,1103,46
1104,46,35,1104,46
1105,46,35,1105,46
1106,46,35,1106,46
1107,46,35,1107,46
1108,46,35,1108,46
1109,46,35,1109,46
1110,46,35,1110,46
1111,46,35,1111,46
1111,46,36,1111,46
1112,46,36,1112,46
1113,46,36,1113,46
1114,46,36,1114,46
1115,46,36,1115,46
1116,46,36,1116,46
1117,46,36,1117,46
1118,46,36,1118,46
1119,46,36,1119,46
1120,46,36,1120,46
1121,46,36,1121,46
1122,46,36,1122,46
1123,46,36,1123,46
1124,46,36,1124,46
1125,46,36,1125,46
1126,46,36,1126,46
1127,46,36,1127,46
1128,46,36,1128,46
1129,46,36,1129,46
1130,46,36,1130,46
1131,46,36,1131,46
1132,46,36,1132,46
1133,46,36,1133,46
1134,46,36,1134,46
1135,46,36,1135,46
1136,46,36,1136,46
1137,46,36,1137,46
1138,46,36,1138,46
1139,46,36,1139,46
1140,46,36,1140,46
1141,46,36,1141,46
1142,46,36,1142,46
1143,46,36,1143,46
1144,46,36,1144,46
1145,46,36,1145,46
1146,46,36,1146,46
1147,46,36,1147,46
1148,46,36,1148,46
1149,46,36,1149,46
1150,46,36,1150,46
1151,46,36,1151,46
1152,46,36,1152,46
1153,46,36,1153,46
1154,46,36,1154,46
1155,46,36,1155,46
1156,46,36,1156,46
1157,46,36,1157,46
1158,46,36,1158,46
1159,46,36,1159,46
1160,46,36,1160,46
1161,46,36,1161,46
1162,46,36,1162,46
1163,46,36,1163,46
1164,46,36,1164,46
1165,46,36,1165,46
1166,46,36,1166,46
1167,46,36,1167,46
1168,46,36,1168,46
1169,46,36,1169,46
1170,46,36,1170,46
1171,46,36,1171,46
1172,46,36,1172,46
1173,46,36,1173,46
1174,46,36,1174,46
1175,46,36,1175,46
1176,46,36,1176,46
1177,46,36,1177,46
1178,46,36,1178,46
1179,46,36,1179,46
1180,46,36,1180,46
1181,46,36,1181,46
1182,46,36,1182,46
1183,46,36,1183,46
1184,46,36,1184,46
1185,46,36,1185,46
1186,46,36,1186,46
1187,46,36,1187,46
1188,46,36,1188,46
1189,46,36,1189,46
1190,46,36,1190,46
1191,46,36,1191,46
1192,46,36,1192,46
1193,46,36,1193,46
1194,46,36,1194,46
1195,46,36,1195,46
1196,46,36,1196,46
1197,46,36,1197,46
1198,46,36,1198,46
1199,46,36,1199,46
1200,46,36,1200,46
1201,46,36,1201,46
1202,46,36,1202,46
1203,46,36,1203,46
1204,46,36,1204,46
1205,46,36,1205,46
1206,46,36,1206,46
1207,46,36,1207,46
1208,46,36,1208,46
1209,46,36,1209,46
1210,46,36,1210,46
1211,46,36,1211,46
1211,47,36,1211,47
1212,47,36,1212,47
1212,47,37,1212,47
1213,47,37,1213,47
1213,47,38,1213,47
1214,47,38,1214,47
1214,47,39,1214,47
1215,47,39,1215,47
1216,47,39,1216,47
1217,47,39,1217,47
1218,47,39,1218,47
1219,47,39,1219,47
1220,47,39,1220,47
1221,47,39,1221,47
1222,47,39,1222,47
1223,47,39,1223,47
1224,47,39,1224,47
1225,47,39,1225,47
1226,47,39,1226,47
1227,47,39,1227,47
1228,47,39,1228,47
1228,47,40,1228,47
1229,47,40,1229,47
1230,47,40,1230,47
1231,47,40,1231,47
1232,47,40,1232,47
1233,47,40,1233,47
1234,47,40,1234,47
1235,47,40,1235,47
1236,47,40,1236,47
1237,47,40,1237,47
1238,47,40,1238,47
1239,47,40,1239,47
1240,47,40,1240,47
1241,47,40,1241,47
1242,47,40,1242,47
1243,47,40,1243,47
1244,47,40,1244,47
1245,47,40,1245,47
1246,47,40,1246,47
1247,47,40,1247,47
1248,47,40,1248,47
1249,47,40,1249,47
